hasil_preprocessing;pos_score;neg_score;final_score;label
lugion ambil ave ton jenis kaya cipta;2;5;-3;negatif
usdt toncoin tembus pola segitiga turun jangka jam tembus picu momentum bullish target aster avnt som fhe alpine grass the form useless gabung telegram;20;5;15;positif
usdt toncoin tembus pola segitiga turun jangka jam tembus picu momentum bullish target aster avnt som fhe alpine grass the form useless gabung telegram;20;5;15;positif
usdt toncoin tembus pola segitiga turun jangka jam tembus picu momentum bullish target aster avnt som fhe alpine grass the form useless gabung telegram;20;5;15;positif
ton dukung fungsi fungsi umat manusia skalabilitas batas ton tentu;10;6;4;positif
legiun;0;0;0;netral
selamat baru sistem uang jalan lancar;8;4;4;positif
ton telegram ledak nilai revolusi adopsi massal integrasi messenger ton toncoin mata uang kripto asli open network blockchain kembang telegram bas komunitas;15;9;6;positif
sulit satu;3;0;3;positif
jalan;0;0;0;netral
baru sistem uang;0;4;-4;negatif
a e ton a e legion;0;0;0;netral
tonton berita avalanche avax toncoin ton pilih altos populer minggu lapor milik ruang tingkat analisis gelombang sudut pandang tenang;19;13;6;positif
jalan updatefinancialsystem;0;0;0;netral
a e partisipasi;3;0;3;positif
ton tetap t n ave momen hidup manusia aktivitas manfaat;13;0;13;positif
ave t n henti ide kandung lahir benar niat;5;4;1;netral
nilai tukar sowget naira dolar mata uang elektronik beli jual bitcoin instaforex biner usdt solana toncoin volet bab jumat;11;6;5;positif
toncoin ton selam milik potensi boom harga jam volume jam dekat kapital pasar juta miliar fdv miliar turun bulan likuiditas kuat peringkat b solid;13;1;12;positif
baru probit global henti dukung jaring usdt arbitrum one avax c chain polygon solana toncoin umum probit global sumber;8;4;4;positif
prediksi harga toncoin ton;6;0;6;positif
toncoin ton selam milik potensi boom harga jam volume jam dekat kapital pasar juta miliar fdv miliar turun bulan likuiditas kuat peringkat b solid;13;1;12;positif
usdt toncoin tembus pola segitiga turun jangka jam tembus picu momentum bullish target crypto traders join telegram;21;0;21;positif
baru ton harga ath kapital pasar miliar token asli telegram remeh target kapital pasar miliar wujud;11;0;11;positif
a e knot kait skalabilitas capai batas notcoin indah moral;12;3;9;positif
koin kripto panas bull run solana sol dtx exchange dtx toncoin ton arena kripto;4;0;4;positif
ton toncoin ton milik gaya volume ledak kuat aplikasi sistem sosial luncur peristiwa sebab rentang fluktuasi lebar jam tahap sempit kunci tunggu akumulasi datar capai arah breakout skenario positif kotak gerak samping;38;23;15;positif
tuju kembang tubuh cerdas;6;4;2;positif
buka defi tukar lintas dex dukung tukar omniston toncoin token harga baik klik;15;0;15;positif
buku putih bitcoin ton bitcoin ethereum dahulu sistem lam coba kendali lihat usaha perusahaa;11;8;3;positif
toncoin situasi kritis selamat pikir;6;5;1;netral
toncoin situasi kritis selamat pikir;6;5;1;netral
toncoin situasi kritis selamat pikir;6;5;1;netral
toncoin situasi kritis selamat pikir;6;5;1;netral
gt data temu blockchain chromia hadir skalabilitas cepat utilitas nyata transparansi batas;12;6;6;positif
gt data temu blockchain chromia hadir skalabilitas cepat utilitas nyata transparansi batas;12;6;6;positif
a e ton satu blockchain blockchain;3;0;3;positif
stiker isi daya tren;2;2;0;netral
a e ton fam;0;0;0;netral
nft digitalisasi budaya daya cipta;4;0;4;positif
kuat maju lemah tinggal;9;0;9;positif
stiker dogs harga upaya kolektif megatrend stiker blockchain ton muncul;5;0;5;positif
ton kembang henti maju ton orang orang kuat;6;4;2;positif
nft blockchain ton libat penuh tuju;3;0;3;positif
toncoin pasar bearish capai dolar pantul resistensi;4;4;0;netral
stellar xlm toncoin ton jatuh presale kripto atas moonbull target kembali oktober;1;4;-3;negatif
tarik produsen platinum kelas dunia ave;3;3;0;netral
bagi toncoin turun usdt;3;0;3;positif
bagi toncoin turun usdt;3;0;3;positif
smeone u know bakar bangun gaya ton;1;0;1;netral
a e orang orang kena biaya;0;3;-3;negatif
proses token muncul dompet timbang biaya transaksi toncoin ton dompet bayar biaya transaksi tukar toleransi slippage nilai tukar beda;18;2;16;positif
bangun gm ton mari temu;6;0;6;positif
bayar crypto toncoin;1;0;1;netral
edu tp;0;0;0;netral
ton bentuk segitiga turun dagang garis tren resistensi utama aset hadap tolak dekat kali gagal tembus analisis lengkap telegram;15;13;2;positif
ubah langsung ave;3;0;3;positif
ton gratis telegram toncoin investasi;4;0;4;positif
nilai tukar sowget naira dolar mata uang elektronik beli jual bitcoin instaforex biner usdt solana toncoin volet tottenham akungba uang konstan;9;2;7;positif
hasil produk kunci nikmat hadiah apr earn bangga umum baru produk kunci langgan dapat produk kunci;36;0;36;positif
proses miliar volume dagang ton dex hub defi;1;0;1;netral
baru pasar mata uang kripto bitcoin ethereum bnb solana toncoin indeks takut serakah serakah indeks musim altcoin cmc pasar fase musim bitcoin;1;2;-1;netral
pergi orang lari ragu lemah kecut;6;9;-3;negatif
manusia senjata sempurna malas malas aktivitas kerja keras panjang terus;13;13;0;netral
guna ulang orang sabar;6;0;6;positif
daveart terima kasih;9;0;9;positif
oke terus bangun tanggap;5;0;5;positif
majorcrypt salur telegram salur youtube harus orang bombardir salur telegram b;0;5;-5;negatif
daveart salur telegram salur youtube harus orang bombardir salur telegram;0;5;-5;negatif
rencana milik proyek ide proyek narasi situs web proyek visibilitas kuat komunitas bagi ide;10;4;6;positif
main siar langsung telegram luncur jumat ikut taut bio;9;3;6;positif
grup telegram;0;4;-4;negatif
eksekusi burhan dorong utama nilai toncoin sensasi spekulasi;5;5;0;netral
ton tahan dekat iring tumbuh sensasi zkp terobos picu ton zkp market pulse ikut;5;8;-3;negatif
baru hari koin oversold rsi lt rsi sui rsi toncoin rsi gt rsi jup rsi ath rsi jito rsi atur ingat coinim;6;0;6;positif
dengar hebat;5;0;5;positif
perihal proyek kaito finalitas ms fam gila ubah kembang interaksi blockchain jenis dapps kembang cepat perihal analisis nilai ton skenario tarik;25;0;25;positif
usdt terobos toncoin tingkat sepenuh bullish proyek crypto traders join telegram;6;0;6;positif
a e ton fam ton isi fitur fitur umat manusia;8;0;8;positif
a e ton baru sistem uang;0;4;-4;negatif
dompet buka lowong tim dompet cari asisten departemen uang temu detail lowong kerja lamar;9;7;2;positif
mewah temu web lamborghini luncur koleksi stiker eksklusif aktivasi ton first web merek identik eksklusivitas tanda matang infrastruktur merek premium;11;2;9;positif
infrastruktur lembaga luas daftar bitstamp toncoin ikut capai coinbase ventures gemini chainlink adopsi ton standar lintas rantai kanonik cct buka akses dana pensiun bendahara usaha;18;14;4;positif
integrasi uang tradisional saham saham utama as amazon netflix nvidia tesla s ampp etfs dagang langsung dompet telegram hilang hambat antara miliar guna dagang saham pecah kirim pesan teman;14;9;5;positif
baru ekosistem ton oktober pavel durov kenal jaring cocoon ai token luncur saham as telegram wallet chainlink adopsi ton standar lintas rantai lamborghini pasuk ekosistem koleksi digital ton;9;5;4;positif
ruang digital takluk kejam sentuh digital jejak digital waris digital;4;7;-3;negatif
tge daftar notcoin lonjak komunitas tether usdt tinggal tingkat likuiditas aplikasi mini kembang pesat kripto;15;4;11;positif
beli lp serius omong kosong aman maksimal;9;17;-8;negatif
tawar cepat eskro aman beli serius magnum;7;9;-2;negatif
beli lp aktif daftar milik dapat tawar instan;8;4;4;positif
diri gerak cerdas jual lp kunci skala cepat;6;1;5;positif
nilai tukar sowget naira dolar e currency beli jual bitcoin instaforex biner usdt solana toncoin volet arsenal selamat pekan gm ct olamide amin raya chelsea hattrick;17;0;17;positif
toncoin ledak sol avax orang beli btc;2;4;-2;negatif
simulasi upah minimum portofolio olric bangkrut toncoin dengar kabar olric;7;5;2;positif
toncoin ton turun jam kerja buruk pasar luas;6;3;3;positif
bicara bot phishing telegram tiru layan resmi ton dompet toncoin bot curi data ton kenal verifikasi ingat sumber kaspersky bitget hindar bot y;9;14;-5;negatif
jalan toncoin usaha uang pimpin kirim uang lintas batas ton temu nilai tumbuh dompet inovasi defi lihat angka angka;20;3;17;positif
adopsi ton tingkat pesat telegram tumbuh guna;8;0;8;positif
dapat dompet ton pasang dompet kompatibel tonkeeper dapat ton dapat toncoin tutup biaya bahan bakar dagang hubung dagang kunjung dapp sambung dompet tukar likuiditas;16;8;8;positif
usdt toncoin capai garis salur turun harap gera sideways jangka pendek target breakout crypto traders join telegram;17;3;14;positif
trump laksana perintah dictatorcrypto main kompleks bayang;4;0;4;positif
aktivitas sektor juta debut akses epic games store muat toncoin staking ekspansi game luncur juta;8;0;8;positif
toncoin ton november harga kerja turun jam peringkat volume k ton turun puncak blockchain telegram tekan volume k memvalidasi jual kapital pasar miliar faktor kunci integrasi ekosistem telegram ton;15;7;8;positif
usdt toncoin juang lawan tren turun kuat hadap tekan jual signifikan support utama bentuk basis pra breakdown target tembus crypto traders join telegram;22;14;8;positif
baru hari koin oversold rsi lt sui rsi toncoin rsi gt rsi jito rsi ron rsi venom rsi super rsi atur ingat coinim;9;0;9;positif
tunggu turun pionir kripto apeing trx xlm raih;7;0;7;positif
ton pegang kisar ketat daftar putih prapenjualan zkp ledak hype siklus ton datar zkp buzz ikut;4;16;-12;negatif
harga langsung ton toncoin usd toncoin dagang zona dominasi fundamental sentimen rsi momentum imbang jam dagang integrasi dompet telegram sma volume juta cermin bayar usdt;23;7;16;positif
cundang besar aster aster pompa toncoin ton blockchain hash protokol;4;0;4;positif
tidur alas alas;3;0;3;positif
ya diktator kripto dictatorcrypto pikir kolektif ton telegram simbiosis teknologi ideal satu manusia dasar cita cita;14;0;14;positif
ave angela hebat;3;0;3;positif
usdt toncoin momentum bullish tembus ma resistensi segitiga uji ulang lonjak harga target crypto traders join telegram;19;0;19;positif
intraday kripto;0;0;0;netral
halang kembang ton telegram tuju tetap capai musim;13;3;10;positif
musuh fenomena lambat henti ton satu;4;8;-4;negatif
cipta hewan lahir berani tahu ton;7;0;7;positif
staking toncoin ton apr hadiah hari tari instan jam;5;0;5;positif
ubah orang orang cipta dunia beda;1;2;-1;netral
gera paus timbul khawatir likuiditas iring twt bentuk tokennomics mula gera paus tanda era twt ikut;5;11;-6;negatif
baru hari koin oversold rsi lt rsi sui rsi toncoin rsi htx rsi ip rsi jito rsi ron rsi atur ingat coinim;6;0;6;positif
lp kunci diam jual langsung;8;0;8;positif
ingat;2;0;2;positif
dictatorcrypto perintah pasar tumbuh;3;0;3;positif
a e ton fam;0;0;0;netral
ton prediksi harga target pulih analisis teknis toncoin rsi oversold momentum macd bullish dukung prediksi analis target desember btc;24;0;24;positif
selamat natal pegang token monokenga;6;2;4;positif
toncoin kait erat ekosistem telegram akses mudah basis guna ton potensi tumbuh kuat adopsi sederhana;19;0;19;positif
beli toncoin desember beli beli ton harga ton ringkas portofolio total ton harga beli harga ton rugi tangkap layar dompet;19;9;10;positif
acara protokol evaa evaa ston ston toncoin ton des sumber langsung ekosistem ton;3;0;3;positif
bodoh pikir badut gay toncoin;1;0;1;netral
toncoin pd;0;0;0;netral
ketat ampun laksana tugas;1;4;-3;negatif
performa baik vs bitcoin btc jam atas desember aset perf jam perf jam vs btc hujan rain memecore m filecoin fil tether gold xaut toncoin ton;4;4;0;netral
menang kripto atas jam pippin pippin jaring xdc xdc memecore m filecoin fil toncoin ton hati hati hype koin meme potensi tari permadani dyor;17;4;13;positif
smeone u know benci;4;0;4;positif
vivekreal rusia orang ajar;1;0;1;netral
a e jalan sesuai rencana kuat letak satu;11;0;11;positif
a e;0;0;0;netral
ya maju ampun tawar tawar ketat ampun penuh tuju cipta maju kasihan;13;11;2;positif
opensa hadir toncoin;2;0;2;positif
intraday kripto;0;0;0;netral
houdini swap luncur layan bayar anonim jaring ton guna sembunyi alamat dompet riwayat transaksi terima dana;17;0;17;positif
antoniogango a e bentuk bentuk kaya cipta ton satu;13;0;13;positif
halo jual perlahan nafkah keluarga ikut coco uqdmdnyoofojqybukzpkfcyjwvnodymlwrgtyhnygeb;9;3;6;positif
a e tingkat ekstrim;1;0;1;netral
a e salah;0;4;-4;negatif
beli toncoin desember beli beli ton harga ton ringkas portofolio total ton harga beli harga ton rugi tangkap layar dompet;19;9;10;positif
a e tuju capai;7;0;7;positif
toncoin ton bel hasil uang cryptocurrency telegram uang;3;0;3;positif
aman ton addton staking sederhana guna sungguh kunjung;14;0;14;positif
ton telegram wajib desentralisasi jembatan senjang digital planet masyarakat bebas aman tindas korporasi sedia sempat;6;15;-9;negatif
diamond seamless toncoin seamless toncoin diamond oleh situs web beta jaring mulus;13;3;10;positif
ton prediksi harga target januari kondisi oversold pulih sinyal analisis teknis toncoin kondisi rsi oversold divergensi macd bullish pulih minggu support kritis;18;9;9;positif
acara toncoin ton jan off debut skrip sumber;0;0;0;netral
pompa;0;0;0;netral
ya;4;0;4;positif
ya ampun cinta;8;0;8;positif
ya;4;0;4;positif
pikir murah harga bel;6;0;6;positif
runtuh buang bukti hype habis anjlok ton anjlok kacau pasar kasar moldova ue jatuh jual rendah cocoon luncur pasca tangkap;5;29;-24;negatif
lindung jam btc eth sol xrp sui ltc ton doge trx dot;4;0;4;positif
nilai tukar sowget naira dolar e currency beli jual bitcoin instaforex biner usdt solana toncoin volet odumeje yoro angola tanzania rogers patson daka lorraine nasty c;9;0;9;positif
standar bagus;3;2;1;netral
staking addton bantu kembang ton trading aktif hasil pasif kontribusi stabilitas jaring kunjung;22;0;22;positif
lelang nama guna fragment claritih wakil puncak branding modern beda fonetis mudah inheren percaya;11;9;2;positif
acara toncoin ton detail sila gabung salur telegram jan off script debut;3;5;-2;negatif
ton;0;0;0;netral
terbang;0;0;0;netral
pavel cantik;2;0;2;positif
a e stiker sarana komunikasi;2;0;2;positif
hasil sesal besok;4;0;4;positif
intraday kripto;0;0;0;netral
beli toncoin;2;0;2;positif
cepat beli toncoin moldova buka bpay ketuk cryptosphere pilih ton boom main;9;2;7;positif
smeone u know;0;0;0;netral
likuiditas pasuk jaring perhati ton tinggal gerak;6;0;6;positif
acara toncoin ton jan off debut skrip sumber;0;0;0;netral
masuk toncoin hilang oh;3;3;0;netral
toncoin bentuk formasi pola baji jatuh grafik jam pola tervalidasi lonjak dagang kripto gabung telegram;18;5;13;positif
wow kembang toncoin;3;0;3;positif
toncoin positif kritis rekap ton november coinbase cantum hadiah viral toncoin khabib tahan nft ringkas ai detail ton btc eth xrp sol bnb;14;7;7;positif
luncur toncoin as picu sensasi tahan nft dalam musim alt panas tanding;10;5;5;positif
luncur jeda arena memecoin modal nyata nila juta debut konsep tempur minggu k kenal alir lintas rantai omniston;13;3;10;positif
tonggak sejarah ekspansi as coinbase cantum toncoin bursa besar reputasi amerika buka akses juta investor ritel institusi kombinasi luncur hub as kampanye obrol bayar;21;0;21;positif
rekap ton november hadir cantum toncoin pasar as khabib luncur hadiah papakha viral ton tahan nft kuat mari selam;18;0;18;positif
ton ketat tekan garis tren berat gagal tahan basis jangka pendek sebab lanjut zona support intraday rendah;15;17;-2;negatif
toncoin positif xstocks ton infrastruktur tingkat institusional ekuitas on chain ringkas ai detail ton btc eth xrp sol bnb;6;2;4;positif
konsisten s ampp hapus indeks ton strategy dasar bendahara aset digital fokus toncoin usaha perangkat lunak murni;9;3;6;positif
lindung jam btc eth sol xrp sui ltc ton doge trx dot;4;0;4;positif
nilai tukar sowget naira dolar e currency beli jual bitcoin instaforex biner usdt solana toncoin volet yoro selamat minggu maroko;14;0;14;positif
ton pimpin ubah pasok stablecoin jam arus masuk juta data artemis;2;6;-4;negatif
beli toncoin desember beli beli ton harga ton ringkas portofolio total ton harga beli harga ton rugi tangkap layar dompet;19;9;10;positif
prediksi harga ton toncoin musim pasar crytpo;6;0;6;positif
a e teknologi tunggu imbal limpah cepat adaptasi semangat zaman htt;11;0;11;positif
analis vs btc altcoin milik kerja btc milik btc toncoin vs btc milik hasil vs btc i;8;0;8;positif
laku ekosistem ton toncoin harga salah meme utama tonfish ekosistem ton kembang biar potensi kembang jadi sistem bayar;14;8;6;positif
toncoin uang digital klik;0;0;0;netral
toncoin;0;0;0;netral
beli toncoin desember beli beli ton harga ton ringkas portofolio total ton harga beli harga ton rugi tangkap layar dompet;19;9;10;positif
a e indah hadiah telegram sempat;7;0;7;positif
tuju tetap capai;10;0;10;positif
ave;0;0;0;netral
ayo pompa;4;0;4;positif
cemerlang;4;0;4;positif
a e kuat satu;6;0;6;positif
a e tembus dalam alam sadar dalam tembus jurang pikir hadap;17;0;17;positif
ton blockchain skala blockchain rancang adopsi massal telegram juta guna proses rb tps biaya bangun ekosistem web lengkap dns simpan;6;3;3;positif
toncoin lanjut turun;3;0;3;positif
toncoin lanjut turun;3;0;3;positif
toncoin lanjut turun;3;0;3;positif
ya diktator kripto a e legiun dictatorcrypto cipta jalan sulit disiplin tertib jalan;11;0;11;positif
telegram ton tentu;0;3;-3;negatif
ya;4;0;4;positif
ya;4;0;4;positif
